District,RevenueCircle,Number of camps,Date
Cachar,silchar,3,2022-05-15
Cachar,katigorah,9,2022-05-15
Nagaon,kampur,0,2022-05-15
Hojai,hojai,5,2022-05-15
Karbi Anglong West,donkamokam,3,2022-05-15
Biswanath,halem,1,2022-05-16
Cachar,lakhipur,2,2022-05-16
Cachar,silchar,5,2022-05-16
Cachar,katigorah,13,2022-05-16
Dima-Hasao,haflong,1,2022-05-16
Hojai,hojai,31,2022-05-16
Karbi Anglong West,donkamokam,0,2022-05-16
Nagaon,kampur,0,2022-05-16
Udalguri,khairabari,2,2022-05-16
Udalguri,mazbat,0,2022-05-17
Udalguri,kalaigaon,0,2022-05-17
Udalguri,khairabari,0,2022-05-17
Udalguri,udalguri,0,2022-05-17
Sonitpur,dhekiajuli,0,2022-05-17
Sonitpur,tezpur,0,2022-05-17
Nagaon,raha,2,2022-05-17
Nagaon,kampur,1,2022-05-17
Karimganj,badarpur,1,2022-05-17
Karimganj,karimganj,0,2022-05-17
Karbi Anglong West,donkamokam,0,2022-05-17
Kamrup,rangia,1,2022-05-17
Hojai,hojai,37,2022-05-17
Hojai,lanka,3,2022-05-17
Hojai,doboka,0,2022-05-17
Dima-Hasao,haflong,1,2022-05-17
Dibrugarh,chabua,0,2022-05-17
Charaideo,sapekhati,0,2022-05-17
Cachar,lakhipur,2,2022-05-17
Cachar,katigorah,23,2022-05-17
Cachar,silchar,16,2022-05-17
Biswanath,halem,2,2022-05-17
Biswanath,biswanath,0,2022-05-17
Bajali,bajali,0,2022-05-17
Udalguri,khairabari,2,2022-05-18
Udalguri,udalguri,0,2022-05-18
Udalguri,kalaigaon,0,2022-05-18
Udalguri,harisinga,0,2022-05-18
Sonitpur,naduar,0,2022-05-18
Nagaon,nagaon,5,2022-05-18
Nagaon,raha,2,2022-05-18
Nagaon,kampur,4,2022-05-18
Karimganj,badarpur,2,2022-05-18
Karimganj,karimganj,0,2022-05-18
Karbi Anglong West,donkamokam,0,2022-05-18
Kamrup,rangia,1,2022-05-18
Charaideo,sapekhati,0,2022-05-18
Hailakandi,algapur,2,2022-05-18
Hojai,hojai,46,2022-05-18
Hojai,doboka,1,2022-05-18
Hojai,lanka,0,2022-05-18
Bajali,bajali,0,2022-05-18
Biswanath,halem,2,2022-05-18
Biswanath,naduar,0,2022-05-18
Biswanath,biswanath,0,2022-05-18
Cachar,udharbond,1,2022-05-18
Cachar,silchar,27,2022-05-18
Cachar,lakhipur,5,2022-05-18
Cachar,sonai,6,2022-05-18
Cachar,katigorah,25,2022-05-18
Darrang,mangaldoi,0,2022-05-18
Darrang,patharighat,0,2022-05-18
Dima-Hasao,haflong,4,2022-05-18
Biswanath,halem,1,2022-05-19
Biswanath,biswanath,0,2022-05-19
Cachar,udharbond,1,2022-05-19
Cachar,lakhipur,11,2022-05-19
Cachar,sonai,6,2022-05-19
Cachar,silchar,35,2022-05-19
Cachar,katigorah,32,2022-05-19
Darrang,patharighat,1,2022-05-19
Darrang,dalgaon,0,2022-05-19
Darrang,mangaldoi,0,2022-05-19
Dima-Hasao,haflong,0,2022-05-19
Hojai,doboka,11,2022-05-19
Hojai,hojai,46,2022-05-19
Hojai,lanka,0,2022-05-19
Kamrup,rangia,1,2022-05-19
Karbi Anglong West,donkamokam,0,2022-05-19
Karimganj,badarpur,6,2022-05-19
Karimganj,karimganj,0,2022-05-19
Lakhimpur,nowboicha,0,2022-05-19
Lakhimpur,bihpuria,0,2022-05-19
Lakhimpur,north,0,2022-05-19
Nagaon,nagaon,5,2022-05-19
Nagaon,kampur,10,2022-05-19
Nagaon,raha,0,2022-05-19
Sonitpur,tezpur,0,2022-05-19
Udalguri,khairabari,0,2022-05-19
Udalguri,udalguri,0,2022-05-19
Udalguri,kalaigaon,0,2022-05-19
Dhemaji,dhemaji,0,2022-05-19
Hailakandi,algapur,1,2022-05-19
Karimganj,badarpur,6,2022-05-20
Karimganj,karimganj,0,2022-05-20
Biswanath,halem,1,2022-05-20
Cachar,udharbond,1,2022-05-20
Cachar,sonai,6,2022-05-20
Cachar,katigorah,62,2022-05-20
Cachar,silchar,82,2022-05-20
Cachar,lakhipur,0,2022-05-20
Darrang,patharighat,1,2022-05-20
Darrang,mangaldoi,0,2022-05-20
Dima-Hasao,haflong,2,2022-05-20
Hailakandi,algapur,0,2022-05-20
Hojai,hojai,36,2022-05-20
Hojai,doboka,11,2022-05-20
Karbi Anglong West,donkamokam,0,2022-05-20
Lakhimpur,bihpuria,0,2022-05-20
Morigaon,morigaon,1,2022-05-20
Nagaon,kampur,15,2022-05-20
Nagaon,nagaon,7,2022-05-20
Nagaon,raha,3,2022-05-20
Sonitpur,naduar,0,2022-05-20
Udalguri,udalguri,0,2022-05-20
Darrang,patharighat,1,2022-05-21
Darrang,mangaldoi,0,2022-05-21
Karbi Anglong West,donkamokam,0,2022-05-21
Dima-Hasao,haflong,8,2022-05-21
Cachar,silchar,99,2022-05-21
Cachar,katigorah,76,2022-05-21
Cachar,udharbond,1,2022-05-21
Cachar,sonai,23,2022-05-21
Cachar,lakhipur,0,2022-05-21
Hailakandi,algapur,1,2022-05-21
Hojai,hojai,22,2022-05-21
Hojai,doboka,11,2022-05-21
Hojai,lanka,0,2022-05-21
Udalguri,udalguri,0,2022-05-21
Karimganj,badarpur,7,2022-05-21
Karimganj,karimganj,0,2022-05-21
Lakhimpur,north,0,2022-05-21
Lakhimpur,narayanpur,0,2022-05-21
Lakhimpur,bihpuria,0,2022-05-21
Morigaon,morigaon,1,2022-05-21
Nagaon,nagaon,10,2022-05-21
Nagaon,raha,7,2022-05-21
Nagaon,kampur,15,2022-05-21
Nalbari,tihu,0,2022-05-21
Sonitpur,tezpur,0,2022-05-21
Kamrup,rangia,0,2022-05-21
Karimganj,badarpur,7,2022-05-22
Karimganj,karimganj,0,2022-05-22
Hojai,hojai,11,2022-05-22
Hojai,doboka,11,2022-05-22
Hailakandi,algapur,0,2022-05-22
Cachar,katigorah,76,2022-05-22
Cachar,sonai,23,2022-05-22
Cachar,udharbond,1,2022-05-22
Cachar,silchar,99,2022-05-22
Cachar,lakhipur,0,2022-05-22
Barpeta,sarthebari,0,2022-05-22
Morigaon,morigaon,1,2022-05-22
Darrang,mangaldoi,0,2022-05-22
Nagaon,nagaon,18,2022-05-22
Nagaon,raha,7,2022-05-22
Nagaon,kampur,15,2022-05-22
Morigaon,morigaon,3,2022-05-23
Karimganj,badarpur,6,2022-05-23
Karimganj,karimganj,0,2022-05-23
Dibrugarh,chabua,0,2022-05-23
Udalguri,udalguri,0,2022-05-23
Karbi Anglong West,donkamokam,0,2022-05-23
Cachar,udharbond,1,2022-05-23
Cachar,katigorah,102,2022-05-23
Cachar,silchar,162,2022-05-23
Cachar,sonai,23,2022-05-23
Cachar,lakhipur,0,2022-05-23
Hojai,doboka,11,2022-05-23
Hojai,hojai,3,2022-05-23
Kamrup,rangia,0,2022-05-23
Kamrup,kayan,0,2022-05-23
Kamrup,kamalpur,0,2022-05-23
Barpeta,sarthebari,0,2022-05-23
Nagaon,kampur,15,2022-05-23
Nagaon,raha,7,2022-05-23
Nagaon,nagaon,26,2022-05-23
Hailakandi,algapur,3,2022-05-23
Dima-Hasao,haflong,4,2022-05-23
Barpeta,sarthebari,0,2022-05-24
Nagaon,nagaon,25,2022-05-24
Nagaon,kampur,9,2022-05-24
Nagaon,raha,7,2022-05-24
Morigaon,morigaon,3,2022-05-24
Karimganj,badarpur,2,2022-05-24
Karimganj,karimganj,0,2022-05-24
Kamrup,kamalpur,0,2022-05-24
Karbi Anglong West,donkamokam,0,2022-05-24
Hailakandi,algapur,1,2022-05-24
Goalpara,balijana,0,2022-05-24
Goalpara,lakhipur,0,2022-05-24
Dima-Hasao,haflong,11,2022-05-24
Darrang,mangaldoi,0,2022-05-24
Darrang,dalgaon,0,2022-05-24
Cachar,katigorah,100,2022-05-24
Cachar,sonai,23,2022-05-24
Cachar,silchar,161,2022-05-24
Cachar,udharbond,0,2022-05-24
Cachar,lakhipur,0,2022-05-24
Hojai,hojai,2,2022-05-24
Hojai,doboka,2,2022-05-24
Karimganj,badarpur,1,2022-05-25
Karimganj,karimganj,0,2022-05-25
Nagaon,nagaon,26,2022-05-25
Nagaon,kampur,8,2022-05-25
Nagaon,raha,7,2022-05-25
Karbi Anglong West,donkamokam,0,2022-05-25
Morigaon,morigaon,3,2022-05-25
Hojai,hojai,2,2022-05-25
Hailakandi,algapur,1,2022-05-25
Dima-Hasao,haflong,3,2022-05-25
Cachar,sonai,20,2022-05-25
Cachar,silchar,153,2022-05-25
Cachar,katigorah,86,2022-05-25
Cachar,udharbond,0,2022-05-25
Cachar,lakhipur,0,2022-05-25
Kamrup,kamalpur,0,2022-05-25
Nagaon,nagaon,26,2022-05-26
Nagaon,kampur,6,2022-05-26
Nagaon,raha,7,2022-05-26
Morigaon,morigaon,3,2022-05-26
Cachar,sonai,12,2022-05-26
Cachar,silchar,153,2022-05-26
Cachar,katigorah,86,2022-05-26
Cachar,udharbond,0,2022-05-26
Cachar,lakhipur,0,2022-05-26
Hailakandi,algapur,1,2022-05-26
Karbi Anglong West,donkamokam,0,2022-05-26
Dima-Hasao,haflong,1,2022-05-26
Nagaon,nagaon,26,2022-05-27
Nagaon,kampur,6,2022-05-27
Nagaon,raha,7,2022-05-27
Morigaon,morigaon,3,2022-05-27
Dima-Hasao,haflong,1,2022-05-27
Cachar,sonai,12,2022-05-27
Cachar,silchar,59,2022-05-27
Cachar,katigorah,86,2022-05-27
Hailakandi,algapur,1,2022-05-27
Cachar,silchar,49,2022-05-28
Cachar,sonai,2,2022-05-28
Cachar,katigorah,58,2022-05-28
Dima-Hasao,haflong,0,2022-05-28
Morigaon,morigaon,3,2022-05-28
Nagaon,nagaon,19,2022-05-28
Nagaon,raha,7,2022-05-28
Nagaon,kampur,5,2022-05-28
Hojai,hojai,0,2022-05-28
Cachar,katigorah,40,2022-05-29
Cachar,silchar,42,2022-05-29
Cachar,sonai,2,2022-05-29
Dima-Hasao,haflong,0,2022-05-29
Morigaon,morigaon,3,2022-05-29
Nagaon,nagaon,6,2022-05-29
Nagaon,raha,7,2022-05-29
Nagaon,kampur,4,2022-05-29
Cachar,silchar,1,2022-01-06
Nagaon,nagaon,1,2022-01-06
Nagaon,kampur,2,2022-01-06
Dima-Hasao,haflong,0,2022-01-06
Morigaon,morigaon,3,2022-01-06
Cachar,silchar,1,2022-02-06
Dima-Hasao,haflong,0,2022-02-06
Morigaon,morigaon,3,2022-02-06
Cachar,silchar,1,2022-03-06
Dima-Hasao,haflong,0,2022-03-06
Morigaon,morigaon,3,2022-03-06
Nagaon,kampur,0,2022-04-06
Morigaon,morigaon,3,2022-04-06
Cachar,silchar,1,2022-04-06
Morigaon,morigaon,1,2022-05-06
Cachar,silchar,1,2022-05-06
Cachar,silchar,1,2022-06-06
Dima-Hasao,haflong,0,2022-07-06
Cachar,silchar,1,2022-07-06
Dima-Hasao,haflong,0,2022-08-06
Cachar,silchar,1,2022-08-06
Dhemaji,gogamukh,0,2022-09-06
Dima-Hasao,haflong,0,2022-09-06
Dhemaji,gogamukh,0,2022-06-13
Dima-Hasao,haflong,0,2022-06-13
Dima-Hasao,haflong,0,2022-06-15
Dhemaji,sissiborgaon,0,2022-06-15
Baksa,barama,1,2022-06-15
Bajali,bajali,1,2022-06-15
Kamrup (M),guwahati,1,2022-06-15
Kamrup (M),dispur,2,2022-06-15
Kokrajhar,kokrajhar,2,2022-06-15
Hojai,hojai,18,2022-06-16
Goalpara,balijana,7,2022-06-16
Goalpara,lakhipur,3,2022-06-16
Dima-Hasao,haflong,22,2022-06-16
Chirang,bijni,1,2022-06-16
Chirang,sidli,0,2022-06-16
Dhubri,chapar,1,2022-06-16
Dhubri,bilasipara,7,2022-06-16
Dhubri,athani,3,2022-06-16
Darrang,patharighat,0,2022-06-16
Bongaigaon,manikpur,1,2022-06-16
Bongaigaon,bongaigaon,1,2022-06-16
Bongaigaon,dangtol,4,2022-06-16
Dibrugarh,chabua,0,2022-06-16
Kamrup,rangia,3,2022-06-16
Kamrup,kayan,3,2022-06-16
Tamulpur,tamulpur,3,2022-06-16
Kokrajhar,bhawraguri,6,2022-06-16
Kokrajhar,gossaigaon,9,2022-06-16
Kokrajhar,kokrajhar,11,2022-06-16
Nalbari,ghograpar,2,2022-06-16
Nalbari,paschim,5,2022-06-16
Nalbari,nalbari,7,2022-06-16
Udalguri,udalguri,4,2022-06-16
Udalguri,kalaigaon,0,2022-06-16
Barpeta,barpeta,2,2022-06-16
Bajali,bajali,12,2022-06-16
Kamrup (M),guwahati,2,2022-06-16
Kamrup (M),dispur,3,2022-06-16
Baksa,baganpara,1,2022-06-16
Baksa,barama,2,2022-06-16
Baksa,baska,6,2022-06-16
Baksa,jalah,1,2022-06-16
Tamulpur,tamulpur,5,2022-06-17
Tamulpur,goreswar,5,2022-06-17
Tinsukia,doomdooma,4,2022-06-17
Tinsukia,tinsukia,0,2022-06-17
Udalguri,udalguri,8,2022-06-17
Udalguri,mazbat,2,2022-06-17
Udalguri,kalaigaon,4,2022-06-17
Udalguri,khairabari,0,2022-06-17
Udalguri,harisinga,0,2022-06-17
Dhemaji,jonai,0,2022-06-17
Dhemaji,dhemaji,0,2022-06-17
Nalbari,banekuchi,12,2022-06-17
Nalbari,paschim,10,2022-06-17
Nalbari,ghograpar,2,2022-06-17
Nalbari,barbhag,3,2022-06-17
Nalbari,nalbari,11,2022-06-17
Nalbari,tihu,16,2022-06-17
Chirang,bijni,1,2022-06-17
Chirang,sidli,0,2022-06-17
Chirang,bengtal,0,2022-06-17
Bongaigaon,manikpur,1,2022-06-17
Bongaigaon,bongaigaon,1,2022-06-17
Bongaigaon,boitamari,3,2022-06-17
Bongaigaon,dangtol,8,2022-06-17
Bongaigaon,srijangram,5,2022-06-17
Barpeta,barpeta,29,2022-06-17
Barpeta,sarthebari,3,2022-06-17
Barpeta,chenga,3,2022-06-17
Baksa,baska,6,2022-06-17
Baksa,barama,3,2022-06-17
Baksa,jalah,1,2022-06-17
Baksa,baganpara,0,2022-06-17
Bajali,bajali,29,2022-06-17
Bajali,sarupeta,0,2022-06-17
Dhubri,chapar,3,2022-06-17
Dhubri,athani,4,2022-06-17
Dhubri,bilasipara,18,2022-06-17
Dima-Hasao,haflong,20,2022-06-17
Goalpara,balijana,10,2022-06-17
Goalpara,matia,3,2022-06-17
Goalpara,lakhipur,10,2022-06-17
Hojai,hojai,25,2022-06-17
Hojai,doboka,11,2022-06-17
Hojai,lanka,0,2022-06-17
Kamrup,rangia,5,2022-06-17
Kamrup,kayan,3,2022-06-17
Kamrup,north,2,2022-06-17
Kamrup,hajo,6,2022-06-17
Kamrup (M),guwahati,2,2022-06-17
Kamrup (M),dispur,3,2022-06-17
Karbi Anglong West,donkamokam,0,2022-06-17
Kokrajhar,bagribari,7,2022-06-17
Kokrajhar,kokrajhar,24,2022-06-17
Kokrajhar,bhawraguri,6,2022-06-17
Kokrajhar,gossaigaon,11,2022-06-17
Kokrajhar,dotma,8,2022-06-17
Lakhimpur,north,0,2022-06-17
Lakhimpur,subansiri,0,2022-06-17
Lakhimpur,kadam,0,2022-06-17
Nagaon,kampur,3,2022-06-17
Sonitpur,chariduar,1,2022-06-17
Sonitpur,dhekiajuli,0,2022-06-17
Darrang,patharighat,2,2022-06-17
Darrang,mangaldoi,9,2022-06-17
Darrang,sipajhar,2,2022-06-17
Bajali,bajali,33,2022-06-18
Bajali,sarupeta,9,2022-06-18
Nalbari,ghograpar,2,2022-06-18
Nalbari,tihu,18,2022-06-18
Nalbari,nalbari,16,2022-06-18
Nalbari,banekuchi,17,2022-06-18
Nalbari,paschim,10,2022-06-18
Nalbari,barbhag,11,2022-06-18
Kamrup,rangia,7,2022-06-18
Kamrup,kamalpur,3,2022-06-18
Kamrup,north,2,2022-06-18
Kamrup,hajo,3,2022-06-18
Kamrup,kayan,0,2022-06-18
Hojai,hojai,34,2022-06-18
Hojai,doboka,12,2022-06-18
Hojai,lanka,0,2022-06-18
Goalpara,matia,3,2022-06-18
Goalpara,balijana,20,2022-06-18
Goalpara,lakhipur,21,2022-06-18
Karimganj,badarpur,1,2022-06-18
Karimganj,patherkandi,1,2022-06-18
Karimganj,karimganj,0,2022-06-18
Kokrajhar,bhawraguri,1,2022-06-18
Kokrajhar,gossaigaon,4,2022-06-18
Kokrajhar,dotma,8,2022-06-18
Kokrajhar,kokrajhar,6,2022-06-18
Kokrajhar,bagribari,9,2022-06-18
Lakhimpur,subansiri,0,2022-06-18
Lakhimpur,bihpuria,0,2022-06-18
Lakhimpur,dhakuakhana,0,2022-06-18
Lakhimpur,north,0,2022-06-18
Lakhimpur,kadam,0,2022-06-18
Lakhimpur,nowboicha,0,2022-06-18
Nagaon,raha,2,2022-06-18
Nagaon,kampur,7,2022-06-18
Nagaon,nagaon,4,2022-06-18
Baksa,baska,6,2022-06-18
Baksa,baganpara,1,2022-06-18
Baksa,barama,4,2022-06-18
Baksa,jalah,0,2022-06-18
Sonitpur,chariduar,1,2022-06-18
Sonitpur,dhekiajuli,1,2022-06-18
Sonitpur,thelamara,0,2022-06-18
Sonitpur,tezpur,0,2022-06-18
Tamulpur,goreswar,7,2022-06-18
Tamulpur,tamulpur,10,2022-06-18
Tinsukia,doomdooma,4,2022-06-18
Kamrup (M),guwahati,2,2022-06-18
Kamrup (M),dispur,1,2022-06-18
Dima-Hasao,haflong,25,2022-06-18
Dhemaji,dhemaji,0,2022-06-18
Dhemaji,gogamukh,0,2022-06-18
Dhemaji,sissiborgaon,0,2022-06-18
Dhemaji,jonai,0,2022-06-18
Darrang,dalgaon,1,2022-06-18
Darrang,patharighat,3,2022-06-18
Darrang,mangaldoi,9,2022-06-18
Darrang,sipajhar,3,2022-06-18
Chirang,bijni,12,2022-06-18
Chirang,bengtal,1,2022-06-18
Chirang,sidli,0,2022-06-18
Udalguri,udalguri,11,2022-06-18
Udalguri,mazbat,9,2022-06-18
Udalguri,kalaigaon,9,2022-06-18
Udalguri,harisinga,4,2022-06-18
Udalguri,khairabari,0,2022-06-18
Cachar,silchar,2,2022-06-18
Cachar,katigorah,1,2022-06-18
Bongaigaon,manikpur,3,2022-06-18
Bongaigaon,boitamari,3,2022-06-18
Bongaigaon,srijangram,18,2022-06-18
Barpeta,chenga,18,2022-06-18
Barpeta,barpeta,33,2022-06-18
Barpeta,sarthebari,6,2022-06-18
Dhubri,bilasipara,33,2022-06-18
Dhubri,golakganj,1,2022-06-18
Dhubri,athani,4,2022-06-18
Dhubri,chapar,4,2022-06-18
Karbi Anglong West,donkamokam,0,2022-06-18
Kamrup (M),guwahati,2,2022-06-20
Karbi Anglong West,donkamokam,0,2022-06-20
Karimganj,karimganj,19,2022-06-20
Karimganj,badarpur,18,2022-06-20
Karimganj,patherkandi,3,2022-06-20
Karimganj,rk,0,2022-06-20
Karimganj,nilambazar,0,2022-06-20
Lakhimpur,bihpuria,0,2022-06-20
Lakhimpur,dhakuakhana,0,2022-06-20
Lakhimpur,nowboicha,0,2022-06-20
Lakhimpur,subansiri,0,2022-06-20
Lakhimpur,north,0,2022-06-20
Morigaon,morigaon,0,2022-06-20
Morigaon,bhuragaon,0,2022-06-20
Hojai,doboka,14,2022-06-20
Hojai,hojai,34,2022-06-20
Hojai,lanka,0,2022-06-20
Nagaon,nagaon,22,2022-06-20
Nagaon,raha,11,2022-06-20
Nagaon,kampur,17,2022-06-20
Nagaon,samaguri,0,2022-06-20
Hailakandi,algapur,3,2022-06-20
Hailakandi,katlicherra,2,2022-06-20
Hailakandi,lala,0,2022-06-20
Hailakandi,hailakandi,0,2022-06-20
Golaghat,bokakhat,0,2022-06-20
Goalpara,balijana,28,2022-06-20
Goalpara,matia,6,2022-06-20
Goalpara,lakhipur,30,2022-06-20
Dima-Hasao,haflong,25,2022-06-20
Dhubri,chapar,2,2022-06-20
Dhubri,athani,4,2022-06-20
Dhubri,dhubri,1,2022-06-20
Dhubri,golakganj,1,2022-06-20
Dhubri,bilasipara,29,2022-06-20
Dhemaji,jonai,0,2022-06-20
Dhemaji,gogamukh,0,2022-06-20
Darrang,mangaldoi,5,2022-06-20
Darrang,patharighat,4,2022-06-20
Darrang,dalgaon,1,2022-06-20
Darrang,sipajhar,6,2022-06-20
Chirang,bijni,10,2022-06-20
Chirang,bengtal,2,2022-06-20
Cachar,silchar,58,2022-06-20
Cachar,sonai,14,2022-06-20
Cachar,udharbond,1,2022-06-20
Cachar,katigorah,37,2022-06-20
Cachar,lakhipur,19,2022-06-20
Bongaigaon,boitamari,2,2022-06-20
Bongaigaon,manikpur,2,2022-06-20
Bongaigaon,srijangram,26,2022-06-20
Biswanath,biswanath,0,2022-06-20
Barpeta,baghbar,5,2022-06-20
Barpeta,barpeta,39,2022-06-20
Barpeta,sarthebari,15,2022-06-20
Barpeta,chenga,37,2022-06-20
Barpeta,barnagar,0,2022-06-20
Kamrup,rangia,18,2022-06-20
Kamrup,kayan,1,2022-06-20
Kamrup,kamalpur,17,2022-06-20
Kamrup,hajo,10,2022-06-20
Kamrup,north,4,2022-06-20
Bajali,sarupeta,9,2022-06-20
Bajali,bajali,37,2022-06-20
Baksa,baska,1,2022-06-20
Baksa,baganpara,1,2022-06-20
Baksa,barama,3,2022-06-20
Baksa,barnagar,0,2022-06-20
Sonitpur,chariduar,1,2022-06-20
Sonitpur,dhekiajuli,1,2022-06-20
Sonitpur,thelamara,0,2022-06-20
Sonitpur,tezpur,0,2022-06-20
Tamulpur,tamulpur,14,2022-06-20
Tamulpur,goreswar,8,2022-06-20
Tinsukia,doomdooma,1,2022-06-20
Tinsukia,tinsukia,0,2022-06-20
Udalguri,udalguri,10,2022-06-20
Udalguri,mazbat,7,2022-06-20
Udalguri,kalaigaon,3,2022-06-20
Udalguri,harisinga,5,2022-06-20
Udalguri,khairabari,0,2022-06-20
Nalbari,tihu,20,2022-06-20
Nalbari,paschim,21,2022-06-20
Nalbari,banekuchi,14,2022-06-20
Nalbari,barkhetri,1,2022-06-20
Nalbari,barbhag,20,2022-06-20
Nalbari,nalbari,29,2022-06-20
Nalbari,ghograpar,0,2022-06-20
Bongaigaon,manikpur,3,2022-06-21
Bongaigaon,boitamari,2,2022-06-21
Bongaigaon,srijangram,27,2022-06-21
Cachar,silchar,57,2022-06-21
Cachar,lakhipur,22,2022-06-21
Cachar,sonai,14,2022-06-21
Cachar,udharbond,1,2022-06-21
Cachar,katigorah,45,2022-06-21
Chirang,bijni,4,2022-06-21
Chirang,bengtal,2,2022-06-21
Darrang,mangaldoi,4,2022-06-21
Darrang,dalgaon,1,2022-06-21
Darrang,sipajhar,7,2022-06-21
Darrang,patharighat,0,2022-06-21
Dhemaji,jonai,0,2022-06-21
Dhemaji,sissiborgaon,0,2022-06-21
Dhubri,dhubri,2,2022-06-21
Dhubri,chapar,1,2022-06-21
Dhubri,bilasipara,29,2022-06-21
Dhubri,athani,4,2022-06-21
Dhubri,south,0,2022-06-21
Dima-Hasao,haflong,27,2022-06-21
Hailakandi,algapur,0,2022-06-21
Hailakandi,hailakandi,0,2022-06-21
Hailakandi,lala,0,2022-06-21
Golaghat,bokakhat,0,2022-06-21
Hojai,hojai,31,2022-06-21
Hojai,doboka,14,2022-06-21
Hojai,lanka,0,2022-06-21
Kamrup,rangia,23,2022-06-21
Kamrup,kayan,19,2022-06-21
Kamrup,kamalpur,25,2022-06-21
Kamrup,hajo,6,2022-06-21
Kamrup,north,12,2022-06-21
Karbi Anglong West,donkamokam,0,2022-06-21
Karimganj,patherkandi,3,2022-06-21
Karimganj,badarpur,20,2022-06-21
Karimganj,karimganj,23,2022-06-21
Karimganj,nilambazar,0,2022-06-21
Karimganj,rk,0,2022-06-21
Barpeta,barpeta,76,2022-06-21
Barpeta,chenga,37,2022-06-21
Barpeta,baghbar,10,2022-06-21
Barpeta,sarthebari,9,2022-06-21
Barpeta,barnagar,0,2022-06-21
Baksa,barama,2,2022-06-21
Goalpara,matia,5,2022-06-21
Goalpara,balijana,40,2022-06-21
Goalpara,lakhipur,41,2022-06-21
Biswanath,halem,0,2022-06-21
Bajali,sarupeta,9,2022-06-21
Bajali,bajali,11,2022-06-21
Majuli,majuli,0,2022-06-21
Morigaon,mayong,0,2022-06-21
Morigaon,bhuragaon,0,2022-06-21
Morigaon,morigaon,0,2022-06-21
Nagaon,nagaon,26,2022-06-21
Nagaon,kampur,17,2022-06-21
Nagaon,raha,13,2022-06-21
Nalbari,barkhetri,4,2022-06-21
Nalbari,banekuchi,9,2022-06-21
Nalbari,tihu,20,2022-06-21
Nalbari,barbhag,20,2022-06-21
Nalbari,paschim,21,2022-06-21
Nalbari,nalbari,29,2022-06-21
Nalbari,ghograpar,0,2022-06-21
Sonitpur,dhekiajuli,1,2022-06-21
Sonitpur,chariduar,0,2022-06-21
Sonitpur,thelamara,0,2022-06-21
