District,Baby Food Liquid,Baby Food Solid,Others,Date
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-159.00-Pieces; Tarpaulin -490.00-Pieces,18-06-2022
Darrang,"0.00-Q, 0.00-Pkt","0.00-Q, 448.00-Pkt",Tarpaulin-2150.00-Pieces,18-06-2022
Chirang,0.00-Q,"0.00-Q, 42.00-Pkt",Tarpaulin-623.00-Pieces; Candle-295.00-Pkt; Mosquito Coil-298.00-Pkt; Soap-38.00-Pieces; Sanitary Napkin-48.00-Pkt; Match Box-4.00-Pkt,18-06-2022
Cachar,0.00-Q,0.00-Q,,18-06-2022
Bongaigaon,"2043.00-Pkt, 0.00-Q, 568.80-L","2043.00-Pkt, 450.00-Q",Tarpaulin-600.00-Pieces; Mother horlicks -25.00-Pkt; Sanitary Pad-474.00-Pkt; Tarpaulin -460.00-Pieces; candle-372.00-Pkt; matches -10.00-Pkt; chira-1.62-Q; gur-0.30-Q,18-06-2022
Barpeta,"0.00-Pkt, 0.00-Q","11.00-Pkt, 0.00-Q",Sanitary napkins -200.00-Pkt; Candle -50.00-Pkt; Mosquito coil -50.00-Pkt,18-06-2022
Baksa,"0.00-Q, 0.00-Pkt","0.00-Q, 47.00-Pkt",Animal feed-10000.00-Kg; Biscuit-643.00-Pkt; Candel-643.00-Pkt; Candle-5.00-Pkt; Biscuits -82.00-Pkt; Mosquito coil -2.00-Q,18-06-2022
Dibrugarh,0.00-Q,0.00-Q,Tarpaulin -2.00-Pieces,18-06-2022
Hailakandi,290.00-Pkt,94.00-Pkt,Sanitary Napkin-105.00-Pkt; Candle-65.00-Pkt; Match box-26.00-Pkt,19-06-2022
Golaghat,0.00-Q,0.00-Q,Sanitary napkin-40.00-Pkt; Candle-90.00-Pkt; M Coil-120.00-Pieces; Matchbox-20.00-Pkt,19-06-2022
Tinsukia,0.00-Q,0.00-Q,,19-06-2022
Dhubri,0.00-Q,"0.00-Q, 21.00-Pkt",Tarpauline-250.00-Pieces; Tarpaulin-132.00-Pieces; Chira-3.45-Q; gur-0.65-Q; HTW-5.00-Pieces; Temporary Toilet-2.00-Pieces; Drinking Water-300.00-L; Bleaching powder-25.00-Kg; 0-0.00-Q; Sanitary pad-21.00-Pkt; Mother Horlicks-20.00-Pkt,19-06-2022
Dima-Hasao,0.00-Q,15.00-Pkt,Haldi-100.00-Pkt; Milk-100.00-L; Potato-500.00-Kg; Onion-100.00-Kg; Biscuit-700.00-Pkt; Candle-300.00-Pkt; Match Box-100.00-Pkt; Mosquito Repellent-200.00-Pkt; Bathing Soap-100.00-Pieces; Phenyl-50.00-Pieces; Dettol Liquid-100.00-Pieces,19-06-2022
Dibrugarh,0.00-Q,0.00-Q,Tarpaulin sheets-10.00-Pieces,19-06-2022
Hojai,0.00-Q,0.00-Q,Tarpualin-340.00-Pieces; Water Bottle-3120.00-L; Sanitary pad-75.00-Pkt; Candle-130.00-Pkt; Chira-27.00-Q; Gur-4.50-Q; Amul Taza-336.00-L; Biscuit-324.00-Pkt; Sanitary Pad-65.00-Pkt; Phenyl-5.00-Pieces; Bleaching Powder-5.00-Pkt,19-06-2022
Darrang,0.00-Q,"0.00-Q, 50.00-Pkt",0-0.00-Q; tarpauline-300.00-Pieces; candles-50.00-Pkt; mosquito coil-30.00-Pkt; sanitary napkin-20.00-Pkt,19-06-2022
Goalpara,0.00-Q,0.00-Q,0-0.00-Q,19-06-2022
Tamulpur,0.00-Kg,297.50-Kg,wheat bran-10222.00-Kg,19-06-2022
Kokrajhar,"0.00-Q, 0.00-Pkt","0.00-Q, 248.00-Pkt",Chemical Packets-270.00-Pkt; Halogen Tablets-2300.00-Pieces; Biscuit-7650.00-Pkt; Candle-1507.00-Pkt; Match Box-153.00-Pkt; 0-0.00-Q,19-06-2022
Kamrup (M),0.00-Q,0.00-Q,Watter -630.00-L; Bread-105.00-Pkt; Biscuit-105.00-Pkt; Tarpoulin-20.00-Pieces,19-06-2022
Karbi Anglong West,0.00-Q,0.00-Q,,19-06-2022
Karimganj,"50.00-Pkt, 100.00-Q",0.00-Q,Biscuit-50.00-Pkt; Mosquito Coil-15.00-Pkt; Candle-20.00-Pkt; Napkin-30.00-Pkt; Chira-4.00-Q; Gur-1.00-Q; 0-0.00-Q,19-06-2022
Lakhimpur,0.00-Q,"0.00-Q, 138.00-Pkt",Taurpalin-1055.00-Pieces; Tarpaulin-135.00-Pieces; Concentrate Feed (Cattle Feed)-16.50-Q; Concentrated cattle feed Godrej Supreme-50.50-Q,19-06-2022
Nagaon,"1534.00-Pkt, 0.00-Q","1534.00-Pkt, 0.00-Q",M.Coil-160.00-Pkt; Candle-546.00-Pkt; Sanitary Napkin-100.00-Pkt; Mosquito Coil-226.00-Pkt; Bleaching Powder-10.00-Pkt; Halogen Tablet-1200.00-Pkt; M. Coil-150.00-Pkt; Match Box-40.00-Pkt,19-06-2022
Nalbari,0.00-Q,"0.00-Q, 140.00-Pkt",Wheat Bran -2048.00-Q; wheat bran-282.00-Q,19-06-2022
South Salmara,0.00-Q,0.00-Q,Biskut -122.00-Pkt; Amul-366.00-ml; Sanitary Napkin -117.00-Pkt; Phenyle-135.00-Pieces; B/Powder -270.00-Pkt; Candal-231.00-Pkt; Match-77.00-Pkt; Dasbin-7.00-Pieces,19-06-2022
Sonitpur,0.00-Q,0.00-Q,,19-06-2022
Sivasagar,0.00-Q,0.00-Q,0-0.00-Q,19-06-2022
Chirang,"16.00-Pkt, 0.00-Q","0.00-Q, 441.00-Pkt",Amul Taaza-96.00-Pkt; Biscuits-96.00-Pkt; Sanitary Pads-10.00-Pieces; Tarpaulin-705.00-Pieces; Candle-1083.00-Pkt; Mosquito Net-408.00-Pkt; Mosquito Coil-991.00-Pkt; Sanitary Napkin-300.00-Pkt,19-06-2022
Kamrup,"335.00-Pkt, 0.00-Q","335.00-Pkt, 0.00-Q",Tarpaulin-800.00-Pieces; 00-0.00-Q; 1. Water Bottle 2. Sanitary Napkins-1500.00-Pkt; Wheat bran-564.00-Q,19-06-2022
Cachar,0.00-Q,0.00-Q,cook Food-44.00-Pkt,19-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-161.00-Pieces; Water pouch-4000.00-Pkt; Hand Tube well-26.00-Pieces,19-06-2022
Bongaigaon,"603.00-Pkt, 0.00-Q","603.00-Pkt, 0.00-Q",Halogen Tab-980.00-Pkt; Temp. HTW/ Spot-9.00-Pieces; Water Pouches-1000.00-Pkt; Toilet-9.00-Pieces; Tarpaulin-1470.00-Pieces; Mother Horlicks-29.00-Pkt; Sanitary Pad-282.00-Pkt; candle-7.00-Pkt; Match-2.00-Pkt; Tarpulin-630.00-Pieces; HTW-8.00-Pieces,19-06-2022
Barpeta,0.00-Q,"0.00-Q, 20.00-Pkt",Sira-20.00-Q; Gur-10.00-Q; Candel-502.00-Pkt; Mosquito coals-502.00-Pkt; Sanitary napkins -150.00-Pkt; Mosquito coil -100.00-Pkt; Candle -100.00-Pkt,19-06-2022
Baksa,"0.00-Pkt, 0.00-Q","29.00-Pkt, 0.00-Q",Candle -80.00-Pkt; Biscuit -80.00-Pkt; Mosquito coil -80.00-Pkt; Sanitary Napkin-158.00-Pkt; Mosquito Net-240.00-Pieces; Candle-1010.00-Pkt; Tarpaulin-15.00-Pieces; Torch Light-2.00-Pieces; Register-12.00-Pieces; Biscuit-270.00-Pkt; Soap-335.00-Pieces; Mosquito Coil-67.00-Pkt; Sanitary Napkin-368.00-Pkt; Sanitary napkin-182.00-Pkt,19-06-2022
Bajali,"0.00-ml, 0.00-Q","0.00-ml, 0.00-Q",Tarpouline-2300.00-Pieces; candle-660.00-Pkt; Mosquito Coil-700.00-Pkt; Match Box-103.00-Pkt,19-06-2022
Goalpara,0.00-Q,0.00-Q,Candle-2591.00-Pkt; Mosquito Coil-2414.00-Pkt; Match box-308.00-Pkt; Bleaching Powder-5.00-Kg,20-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Haldi-79.00-Pkt; Milk-79.00-L; Potato-9.48-Q; Onion-3.98-Q; Candle-228.00-Pkt; Match Box-292.00-Pkt; Mosquito Net-76.00-Pieces; Battery-152.00-Pieces; Torch-156.00-Pieces,20-06-2022
Dibrugarh,0.00-Q,0.00-Q,Tarpaulin sheets-45.00-Q,20-06-2022
Dhubri,"0.00-Q, 588.00-Pkt",0.00-Q,"CHIRA-1.29-Q; GUR-1.29-Q; Temporary Toilet-6.00-Pieces; Temporary Bathroom-5.00-Pieces; Temporary HTW-3.00-Pieces; Water Bottle -500.00-Pieces; HTW-60.00-Pieces; Tarpaulin -80.00-Pieces; chira-19.04-Q; gur-10.50-Q; M.coil, Candle, M.box-1787.00-Q; Sanitary napkin-3336.00-Pieces; Tarpaulin/Polythine sheet-10196.00-Pieces; Temporary Toilet Constructed-4.00-Pieces; Temporary Bathroom Constructed-37.00-Pieces; Water Bottle(1lit) Distributed-3650.00-Pieces; Water Pouches Distributed-12500.00-Pieces; Bleaching Packet Distributed-4000.00-Pieces; Art paper, Pencil, Eraser Colour box -105.00-Pkt; Pictorial chart, Chess game , Ludu game -15.00-Pieces; Small Toys -35.00-Pieces",20-06-2022
Darrang,0.00-Q,"460.00-Pkt, 0.00-Q",taurpaulin-500.00-Pieces; Tarpaulin-6000.00-Pieces; Candles-400.00-Pkt; Biscuit-50.00-Pkt; 0-0.00-Q,20-06-2022
Cachar,0.00-Q,0.00-Q,Candle-484.00-Pkt; Match Box-484.00-Pkt; Mortien-484.00-Pkt; 0-0.00-Q; Cooked Food packet -44.00-Pkt,20-06-2022
Golaghat,0.00-Q,0.00-Q,,20-06-2022
Bongaigaon,957.00-Pkt,"1728.00-Pieces, 2133.00-Pkt",Tarpaulin-3100.00-Pieces; Sanitary Pad-348.00-Pkt; horlicks-186.00-Pkt,20-06-2022
Biswanath,0.00-Q,0.00-Q,,20-06-2022
Barpeta,0.00-Q,0.00-Q,wheat bran -1800.00-Q; Tarpauline sheets-20000.00-Pieces; Hnad Tube wells-168.00-Pieces; 0-0.00-Q; Drinking water-2250.00-L; Hand Tube well-12.00-Pieces,20-06-2022
Baksa,"0.00-Pkt, 0.00-Q","0.00-Pkt, 0.00-Q",Mother Horlicks -10.00-Pkt; Children Horlicks -40.00-Pkt; Sanitary Napkins-368.00-Pkt; Biscuit-1080.00-Q; Candel-1080.00-Q,20-06-2022
Chirang,0.00-Q,"8.00-Pkt, 0.00-Q",Tarpaulin-662.00-Pieces; Mosquito Net-61.00-Pieces,20-06-2022
Hailakandi,"1022.00-Pkt, 0.00-Q","0.00-Q, 20.00-Pkt",Sanitary Napken-130.00-Pkt; Sanitary Napkin-194.00-Pkt; Candle-230.00-Pkt; Match Box-300.00-Pieces,20-06-2022
Kamrup,"0.00-Q, 850.00-Pkt","0.00-Q, 850.00-Pkt",Tarpaulin-3050.00-Pieces; Mosquito Coil-100.00-Pkt; Plates & Glass-2000.00-Pieces; Sanitay Napkin-20.00-Pkt; 0-0.00-Q,20-06-2022
Kamrup (M),0.00-Q,0.00-Q,Tarpoulin-360.00-Pieces,20-06-2022
Karbi Anglong West,0.00-Q,0.00-Q,,20-06-2022
Karimganj,"295.00-Pkt, 0.00-Q",0.00-Q,CHIRA-4.00-Q; GUR-10.00-Q; Candle-15.00-Pkt; Mosquito Coil-20.00-Pkt; Napkin-30.00-Pkt,20-06-2022
Kokrajhar,"441.00-Pkt, 0.00-","220.50-Kg, 0.00-Q",Sanitary Napkins-349.00-Pkt; Tarpaulin-2500.00-Pieces,20-06-2022
Lakhimpur,0.00-Q,"1745.00-Pkt, 61.00-Pieces, 0.00-Q",CONCENTRATED CATTLE FEED GODREJ SUPREME-53.50-Q; TARPAULIN-560.00-Pieces,20-06-2022
Morigaon,0.00-Q,0.00-Q,Hand Tubewell-30.00-Pieces; Tarpuline-3000.00-Pieces,20-06-2022
Nagaon,"3412.00-Pkt, 0.00-Q","4792.00-Pkt, 0.00-Q",Tube Well-4.00-Pieces; Halogen tablets-3000.00-Q; Mosquito Coil-100.00-Pkt; Candle-100.00-Pkt; HTW-2.00-Pieces; Drinking Water-11000.00-Pkt; Helogen Tablet-2000.00-Pieces,20-06-2022
Nalbari,0.00-Q,"157.00-Pkt, 0.00-Q",Tarpaulin-160.00-Pkt; sanitary paid-3500.00-Pkt; tarpulin-340.00-Pkt; tarpaulin -1155.00-Pkt; Terpolin -1600.00-Pkt; Sanitary Paid -1000.00-Pkt; Coil-330.00-Pkt; Candle -330.00-Pkt; Match Box -400.00-Pkt; whaet bran-240.00-Q; tarpaulin-261.00-Pkt,20-06-2022
Sonitpur,0.00-Q,"0.00-Q, 40.00-Pkt",TARPAULIN-50.00-Pieces,20-06-2022
South Salmara,0.00-Q,0.00-Q,0-0.00-Q,20-06-2022
Tamulpur,"0.00-L, 0.00-Q","0.00-Kg, 0.00-Q",0-0.00-Kg,20-06-2022
Tinsukia,0.00-Q,0.00-Q,,20-06-2022
Hojai,0.00-Q,0.00-Q,Amual -420.00-L; Water -420.00-L; Sanitary Pads -10.00-Pkt; Candle-175.00-Pkt; Bleching Powder-10.00-Pkt; Sanitary Pad-75.00-Pkt; Bleaching Powder (500 gm) Per pkt-75.00-Pkt; Tarpaulin-140.00-Pieces; Water Bottle-216.00-L; Sanitary Napkin-90.00-Pkt; Chira-15.00-Q; Gur-2.20-Q; Biscuit-125.00-Pkt; Bleaching Powder (500Gm per Pkt)-90.00-Pkt,20-06-2022
Bajali,"0.00-ml, 0.00-Q",50.00-Pkt,candle-20.00-Pkt; M.Coil-20.00-Pkt; Match Box-2.00-Pkt; Tarpaulin-10140.00-Pieces,20-06-2022
Dhemaji,0.00-Q,0.00-Q,Bleaching powder-450.00-Pkt; chemical Packet-250.00-Pkt; Halogen/ NaDDC Tablets-9000.00-Pieces; Tarpulin-124.00-Pieces,20-06-2022
Sivasagar,246.50-L,375.10-Kg,Sanitary Napkin-619.00-Pkt; Chemical Pakt-450.00-Pkt,21-06-2022
Nalbari,0.00-Q,0.00-Q,0-0.00-Q,21-06-2022
Nagaon,"10680.00-Pkt, 0.00-Q, 204.80-L","11704.00-Pkt, 0.00-Q",Tarpaulin-31.00-Pieces; Drinking Water-8000.00-Pkt; Helogen Tablet-2000.00-Pieces; HTW-4.00-Pieces; Toilet-4.00-Pieces; Mosquito Coil-621.00-Pkt; Candle-621.00-Pkt; Sanitary Napkin-570.00-Pkt,21-06-2022
Morigaon,"0.00-Q, 6930.00-Pkt","0.00-Q, 6930.00-Pkt",0-0.00-Q; Sanitary Napkin-100.00-Q,21-06-2022
Majuli,0.00-Q,0.00-Q,chemical packets-250.00-Pkt; Halogen tab-2000.00-Pieces; Tarpaulin-12.00-Pieces; Water Pouch-3000.00-Pkt; Halogen Tablets-3000.00-Pieces,21-06-2022
Lakhimpur,"0.00-Q, 690.00-L","0.00-Q, 365.00-Kg",Tarpaulin-6.00-Pieces; tarpaulin-310.00-Pieces; Tarpaulin -62.00-Pieces,21-06-2022
Kokrajhar,"31.60-L, 0.00-Q",0.00-Q,Horlicks-27.00-Kg; Sanitary Napkins-193.00-Pkt; Good Day Biscuit-54.00-Pkt; 0-0.00-Q,21-06-2022
Karimganj,"200.00-Q, 60.00-Pkt",0.00-Q,Mosquito Coil-20.00-Pkt; Candle-20.00-Pkt; 0-0.00-Q,21-06-2022
Karbi Anglong West,0.00-Q,0.00-Q,,21-06-2022
Kamrup (M),0.00-Q,0.00-Q,0-0.00-Q,21-06-2022
Kamrup,"40.00-Pkt, 0.00-Q","140.00-Pkt, 0.00-Q",Chira-1.97-Q; Gur-0.34-Q; Mosquito Coil-100.00-Pkt; Candle-20.00-Pkt; Sanitary Napkin-22.00-Pkt; Phenyl-30.00-Q; Water Pouch-3000.00-Pkt; Bleaching Powder-100.00-Kg; Tarpaulin-1300.00-Pieces; 7085-528.40-Q,21-06-2022
Hojai,0.00-Q,0.00-Q,Chira-3.00-Q; Gur-1.50-Q; Water bottle-2760.00-L; Candle-130.00-Pkt; Sanitary Napkin-235.00-Pkt; Amual Taza-348.00-L; beclching powder-14.00-Kg; Biscuits-75.00-Pkt; Amual -108.00-L; Water-1440.00-L; Sanitary Pads-105.00-Pkt; Phenyl-11.00-Pieces; Belching Powder-47.00-Pkt; Chira-720.00-Kg,21-06-2022
Hailakandi,"874.00-Pkt, 0.00-Q",0.00-Q,Wheat Bran-27.00-Q; Napken-100.00-Pieces; Candle-500.00-Pkt; Match Box-500.00-Pkt,21-06-2022
Golaghat,0.00-Q,0.00-Q,Tarpaulin-211.00-Pieces,21-06-2022
Goalpara,0.00-Q,0.00-Q,Mosquito Coil-1329.00-Pkt; Match Box-1174.00-Pkt; Candle-1293.00-Pkt; Bleaching Powder-5.00-Kg,21-06-2022
Bajali,"0.00-Pkt, 0.00-Q",875.00-Pkt,Tarpaulin-17979.00-Pieces; Biscuit-515.00-Pkt; Sanitary Napkins-10.00-Pkt; Sanitary Napkin-10.00-Pkt,21-06-2022
Baksa,0.00-Pkt,3.00-Pkt,Candle -7.00-Pkt; Biscuit -14.00-Pkt; Mosquito coil -14.00-Pkt,21-06-2022
Barpeta,"0.00-Q, 0.00-Pkt","1000.00-Pieces, 0.00-Q, 211.00-Pkt",Tarpauline Sheets-1200.00-Pieces; Drinking water-2500.00-L; Tarpauline-2500.00-Pieces; Biscuits-40.00-Pkt; 1. Tarpaulin -5000.00-Pieces; Mother Horlics-118.00-Pieces,21-06-2022
Biswanath,0.00-Q,0.00-Q,,21-06-2022
Bongaigaon,597.00-Pkt,"0.00-Q, 3438.00-Pkt",tarpaulin-220.00-Pieces; chira-19.50-Kg; jaggery-3.90-Kg; Sanitary Pad-756.00-Pkt; Horlicks-246.00-Pkt; Tarpaulin-140.00-Pieces,21-06-2022
Cachar,0.00-Q,0.00-Q,Cooked Food Packet -72.00-Pkt,21-06-2022
Chirang,0.00-Q,"6.00-Pkt, 0.00-Q",Sanitary Napkin-81.00-Pkt; Mosquito net-50.00-Pieces,21-06-2022
Darrang,0.00-Q,"500.00-Pieces, 0.00-Q, 50.00-Pkt",taurpaulin-500.00-Pieces; 0-0.00-Q; candles-500.00-Pkt,21-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin -148.00-Pieces,21-06-2022
Dhubri,"0.00-Q, 31.00-Pkt",0.00-Q,Match Box-1.00-Pkt; Sanitary Nepkin-10.00-Pkt; Candle-10.00-Pkt; M.Coil-10.00-Pkt; Temporary Bathroom-2.00-Pieces; Water pouch -12500.00-Pieces; Bleaching Packet-1500.00-Pkt; Halogen Tablet-5000.00-Pieces; HTW-13.00-Pieces; Temporary Toilet Constructed-11.00-Pieces; Temporary Bathroom Constructed-15.00-Pieces; Water Pouches Distributed-15000.00-Pkt; Bleaching Packet Distributed-5500.00-Pkt; Halogen tablet-17000.00-Pieces; Tarpaulin -7470.00-Pieces; 0-0.00-Q,21-06-2022
Sonitpur,0.00-Q,0.00-Q,,21-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Milk-16.00-L; Potato-8.10-Q; Onion-4.13-Q; Biscuit-112.00-Pkt; Candle-48.00-Pkt; Match Box-89.00-Pkt; Mosquito Repellent-24.00-Pkt,21-06-2022
South Salmara,0.00-Q,"0.00-Q, 153.00-Kg",Tarpaulin -2499.00-Pieces; Sanitary Napkin-1500.00-Pieces; Mosquito Net-200.00-Pieces; H. Light-200.00-Pieces; Dragon Light-2.00-Pieces; Milk Packet-1500.00-Pieces; Biscuit-1500.00-Pieces; Biscuit-57.00-Pkt; Candal-33.00-Pkt; M.Box-11.00-Pkt; Nepkin-15.00-Pkt; Dusbin-2.00-Pieces; Charger Light-9.00-Pieces; Amul -11.42-L; Horlicks-30.00-Kg,21-06-2022
Tamulpur,0.00-Q,"0.00-Q, 45.75-Kg",,21-06-2022
Hailakandi,"0.00-Q, 546.00-Pkt","0.00-Q, 273.00-Pkt",Sanitary Napkin-262.00-Pkt; Match Box-57.00-Pkt; Disposal Plate-700.00-Pieces; Disposal Glass-700.00-Pieces; Soap-405.00-Pieces; Tarpaulin-333.00-Pieces; Hand Sanitizer-2.00-Pieces; Candle-113.00-Pkt; Mosquito Coil-20.00-Pkt,22-06-2022
Bajali,0.00-Q,564.00-Pkt,tarpaulin-10970.00-Pieces,22-06-2022
Baksa,0.00-Q,0.00-Q,,22-06-2022
Barpeta,0.00-Q,"0.00-Q, 486.00-Pieces",1. Candle Stick -3000.00-Pkt; 2. Mosquito Coil-3000.00-Pkt; Candle-502.00-Pkt; Tarpulin-1500.00-Pieces; Water Bottle-4800.00-ml; Mosquito Coil-1502.00-Pkt; Matchs Box-1102.00-Pkt; Biscuit -960.00-Pkt; Mosquito coil -3460.00-Pkt; Candle -1500.00-Pkt; Water bottle -9000.00-Pieces; Tarpaulin -2500.00-Pieces,22-06-2022
Bongaigao,"0.00-Q, 1842.00-","0.00-Q, 3762.00-Pkt",Bleaching Powder-29.00-Kg; Halogen Tablets-2015.00-Pkt;,22-06-2022
n,Pkt,Phenyl-8.00-Pkt; Temp. HTW-13.00-Pieces; Toilet-11.00-Pieces; Biscuit-765.00-Pkt; Amul Taza-765.00-Pkt; Sanitary Pad-180.00-Pkt; Mother Horlicks-22.00-Pkt; Halogen Tablet-1150.00-Pkt; Mobile Plant/ Pouches-6500.00-Pieces; Dustbin-2.00-Pieces; Sanitary Pads-172.00-Pkt; Horlicks-363.00-Pkt; Tarpoline-460.00-Pieces; phenyl -5.00-Pkt; Mosquito Coil-20.00-Pkt; Match Box-90.00-Pieces,,22-06-2022
Cachar,0.00-Q,0.00-Q,,22-06-2022
Chirang,0.00-Q,0.00-Q,Tarpaulin-300.00-Pieces; Candle-150.00-Pkt; Match Box-15.00-Pkt; Mosquito Net-150.00-Pieces; Sanitary Pads-75.00-Pkt,22-06-2022
Darrang,"0.00-Pkt, 0.00-Q","68.00-Kg, 0.00-Q",tarpaulin-5000.00-Pieces; candles-800.00-Pkt; 0-0.00-Q,22-06-2022
Dhubri,"93.00-Pkt, 0.00-Q","0.00-Q, 65.00-Pkt",colour pencil-33.00-Pkt; Art Paper-25.00-Pkt; Wooden Pencil; Box-37.00-Pkt; Eraser-37.00-Pkt; Number Block-15.00-Pkt; Scissor-16.00-Pkt; Colour Paper-15.00-Pieces; Horliks-67.00-Pkt; Biscuit-20.00-Pkt; sanitary napkin-20.00-Pkt; Gum-15.00-Pieces; Letter Block-5.00-Pkt; HTW-16.00-Pieces; Water Pouches Distributed-19000.00-Pkt; Bleaching Packet Distributed-4200.00-Pkt; Halogen tablet-4200.00-Pieces; Temporary Toilet-14.00-Pieces; Tarpoulin-8.00-Pieces; sanitary nepkin-8.00-Pkt; Horlics-60.00-Pkt; 0-0.00-Q,22-06-2022
Tamulpur,0.00-Q,"0.00-Q, 50.00-Kg",Tarpaulin -5625.00-Pieces; 0-0.00-Q,22-06-2022
South Salmara,0.00-Q,0.00-Q,Candle-62.00-Pkt; Hand Tuebwell-66.00-Pieces; Tarpaoulin-3019.00-Pieces,22-06-2022
Sonitpur,0.00-Q,0.00-Q,,22-06-2022
Sivasagar,0.00-Q,0.00-Q,Chemical Pkt-350.00-Pkt; Halogen /NADDC tablet -500.00-Pieces,22-06-2022
Nalbari,0.00-Q,"23.00-Q, 160.00-Pkt",Tarpaulin -985.00-Pkt; Tarpaulin-1775.00-Pkt; M. Coil-720.00-Pkt; Candle-1440.00-Pkt; Match Box-1200.00-Pkt; Phenyl-500.00-L; Bleaching Powder-500.00-Pkt; CONCENTRATE CATTLE FEED-145.00-Q,22-06-2022
